0;98;99;96;89
1;100;99;96;89
2;91;92;88;89
3;86;87;88;89
4;101;102;103;89
5;105;106;103;89
6;98;99;96;89
7;86;87;88;89
8;101;102;103;89
9;86;87;88;89
10;90;87;88;89
11;111;109;110;89
12;104;102;103;89
13;101;102;103;89
14;93;92;88;89
15;94;95;96;89
16;97;95;96;89
17;98;99;96;89
18;91;92;88;89
19;90;87;88;89
20;108;109;110;89
21;97;95;96;89
22;98;99;96;89
23;86;87;88;89
24;86;87;88;89
25;107;106;103;89
26;105;106;103;89
27;100;99;96;89
28;104;102;103;89
29;94;95;96;89
30;97;95;96;89
31;97;95;96;89
32;100;99;96;89
33;100;99;96;89
34;93;92;88;89
35;97;95;96;89
36;90;87;88;89
37;98;99;96;89
38;90;87;88;89
39;101;102;103;89
40;93;92;88;89
41;91;92;88;89
42;107;106;103;89
43;90;87;88;89
44;91;92;88;89
45;114;113;110;89
46;93;92;88;89
47;91;92;88;89
48;94;95;96;89
49;100;99;96;89
50;105;106;103;89
51;94;95;96;89
52;114;113;110;89
53;112;113;110;89
54;111;109;110;89
55;118;116;117;89
56;115;116;117;89
57;112;113;110;89
58;104;102;103;89
59;104;102;103;89
60;107;106;103;89
61;93;92;88;89
62;107;106;103;89
63;94;95;96;89
64;111;109;110;89
65;108;109;110;89
66;105;106;103;89
67;114;113;110;89
68;101;102;103;89
69;115;116;117;89
70;108;109;110;89
71;112;113;110;89
72;105;106;103;89
73;115;116;117;89
74;107;106;103;89
75;112;113;110;89
76;108;109;110;89
77;104;102;103;89
78;112;113;110;89
79;114;113;110;89
80;115;116;117;89
81;111;109;110;89
82;115;116;117;89
83;111;109;110;89
84;108;109;110;89
85;114;113;110;89